Sample in Buffer,Sample in Window,TRIGGER,inst_jtag_tunnel/_inst_jtag_tunnel_jtag_tck,u_ila_jtag__bscane2_SHIFT,_inst_jtag_tunnel_jtag_tdi,inst_jtag_tunnel/_inst_jtag_tunnel_jtag_tms,inst_jtag_tunnel/_system_debug_systemjtag_jtag_TDO_data,inst_jtag_tunnel/tdiRegister_reg_n_0,inst_jtag_tunnel/shiftCounter[6:0],inst_jtag_tunnel/posCounter_reg[7:0],inst_jtag_tunnel/negCounter_reg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
4086,4086,0,0,1,0,0,1,1,01,1c,1c
4087,4087,0,0,1,0,0,1,1,01,1c,1c
4088,4088,0,0,1,0,0,1,1,01,1c,1c
4089,4089,0,0,1,0,0,1,1,01,1d,1c
4090,4090,0,0,1,0,0,1,1,01,1d,1c
4091,4091,0,0,0,0,0,1,1,01,1d,1d
4092,4092,0,0,0,0,0,1,1,01,1d,1d
4093,4093,0,0,0,0,0,1,0,00,00,1d
4094,4094,0,0,0,0,0,1,0,00,00,00
4095,4095,0,0,0,0,0,1,0,00,00,00
